"","Year","Grazing_Treatment","Block","Plot","Sample","Order","Family"
"1589",2022,"LG","1",6,"63","Hemiptera","Lygaeidae"
"1590",2022,"LG","1",6,"64","Hemiptera","Lygaeidae"
"1591",2022,"LG","1",6,"65","Hemiptera","Lygaeidae"
"1592",2022,"LG","1",6,"66","Hemiptera","Lygaeidae"
"1593",2022,"LG","1",6,"67","Hemiptera","Lygaeidae"
"1594",2022,"LG","1",6,"68","Hemiptera","Lygaeidae"
"1595",2022,"LG","1",6,"69","Hemiptera","Lygaeidae"
"1596",2022,"LG","1",6,"70","Hemiptera","Lygaeidae"
"1597",2022,"LG","1",6,"71","Hemiptera","Lygaeidae"
"1598",2022,"LG","1",6,"72","Hemiptera","Lygaeidae"
"1599",2022,"LG","1",6,"73","Hemiptera","Lygaeidae"
"1600",2022,"LG","1",6,"74","Hemiptera","Lygaeidae"
"1601",2022,"LG","1",6,"75","Hemiptera","Lygaeidae"
"1602",2022,"LG","1",6,"76","Hemiptera","Lygaeidae"
"1603",2022,"LG","1",6,"77","Hemiptera","Lygaeidae"
"1604",2022,"LG","1",6,"78","Hemiptera","Lygaeidae"
"1605",2022,"LG","1",6,"79","Hemiptera","Lygaeidae"
"1606",2022,"LG","1",6,"80","Hemiptera","Lygaeidae"
"1607",2022,"LG","1",6,"81","Hemiptera","Lygaeidae"
"1608",2022,"LG","1",6,"82","Hemiptera","Lygaeidae"
"1609",2022,"LG","1",6,"83","Hemiptera","Lygaeidae"
"1610",2022,"LG","1",6,"84","Hemiptera","Lygaeidae"
"1611",2022,"LG","1",6,"85","Hemiptera","Lygaeidae"
"1612",2022,"LG","1",6,"86","Hemiptera","Lygaeidae"
"1613",2022,"LG","1",6,"87","Hemiptera","Lygaeidae"
"1614",2022,"LG","1",6,"88","Hemiptera","Lygaeidae"
"1615",2022,"LG","1",6,"89","Hemiptera","Lygaeidae"
"1616",2022,"LG","1",6,"90","Hemiptera","Lygaeidae"
"1617",2022,"LG","1",6,"91","Hemiptera","Lygaeidae"
"1618",2022,"LG","1",6,"92","Hemiptera","Lygaeidae"
"1619",2022,"LG","1",6,"93","Hemiptera","Lygaeidae"
"1620",2022,"LG","1",6,"94","Hemiptera","Lygaeidae"
"1621",2022,"LG","1",6,"95","Hemiptera","Lygaeidae"
"1622",2022,"LG","1",6,"96","Hemiptera","Lygaeidae"
"1623",2022,"LG","1",6,"97","Hemiptera","Lygaeidae"
"1624",2022,"LG","1",6,"98","Hemiptera","Lygaeidae"
"1625",2022,"LG","1",6,"99","Hemiptera","Lygaeidae"
"1626",2022,"LG","1",6,"100","Hemiptera","Lygaeidae"
"1627",2022,"LG","1",6,"101","Hemiptera","Lygaeidae"
"1628",2022,"LG","1",6,"102","Hemiptera","Lygaeidae"
"1629",2022,"LG","1",6,"103","Hemiptera","Lygaeidae"
"1630",2022,"LG","1",6,"104","Hemiptera","Lygaeidae"
"1631",2022,"LG","1",6,"105","Hemiptera","Lygaeidae"
"1632",2022,"LG","1",6,"106","Hemiptera","Miridae"
"1633",2022,"LG","1",6,"107","Hemiptera","Miridae"
"1634",2022,"LG","1",6,"108","Hemiptera","Miridae"
"1635",2022,"LG","1",6,"109","Hemiptera","Miridae"
"1636",2022,"LG","1",6,"110","Hemiptera","Cicadellidae"
"1637",2022,"LG","1",6,"111","Araneae","Thomisidae"
"1638",2022,"LG","1",6,"112","Hemiptera","Miridae"
"1639",2022,"LG","1",6,"113","Hemiptera","Miridae"
"1640",2022,"LG","1",6,"114","Hemiptera","Miridae"
"1641",2022,"LG","1",6,"115","Hemiptera","Lygaeidae"
"1642",2022,"LG","1",6,"116","Hemiptera","Lygaeidae"
"1643",2022,"LG","1",6,"117","Hemiptera","Lygaeidae"
"1644",2022,"LG","1",6,"118","Hemiptera","Lygaeidae"
"1645",2022,"LG","1",6,"119","Hemiptera","Lygaeidae"
"1646",2022,"LG","1",6,"120","Hemiptera","Lygaeidae"
"1647",2022,"LG","1",6,"121","Hemiptera","Lygaeidae"
"1648",2022,"LG","1",6,"122","Hemiptera","Lygaeidae"
"1649",2022,"LG","1",6,"123","Hemiptera","Lygaeidae"
"1650",2022,"LG","1",6,"124","Hemiptera","Lygaeidae"
"1651",2022,"LG","1",6,"125","Hemiptera","Lygaeidae"
"1652",2022,"LG","1",6,"126","Hemiptera","Lygaeidae"
"1653",2022,"LG","1",6,"127","Hemiptera","Lygaeidae"
"1654",2022,"LG","1",6,"128","Hemiptera","Lygaeidae"
"1655",2022,"LG","1",6,"129","Hemiptera","Lygaeidae"
"1656",2022,"LG","1",6,"130","Hemiptera","Lygaeidae"
"1657",2022,"LG","1",6,"131","Hemiptera","Lygaeidae"
"1658",2022,"LG","1",6,"132","Hemiptera","Lygaeidae"
"1659",2022,"LG","1",6,"133","Hemiptera","Lygaeidae"
"1660",2022,"LG","1",6,"134","Hemiptera","Lygaeidae"
"1661",2022,"LG","1",6,"135","Hemiptera","Lygaeidae"
"1662",2022,"LG","1",6,"136","Hemiptera","Lygaeidae"
"1663",2022,"LG","1",6,"137","Hemiptera","Lygaeidae"
"1664",2022,"LG","1",6,"138","Hemiptera","Lygaeidae"
"1665",2022,"LG","1",6,"139","Hemiptera","Lygaeidae"
"1666",2022,"LG","1",6,"140","Hemiptera","Lygaeidae"
"1667",2022,"LG","1",6,"141","Hemiptera","Lygaeidae"
"1668",2022,"LG","1",6,"142","Hemiptera","Lygaeidae"
"1669",2022,"LG","1",6,"143","Hemiptera","Lygaeidae"
"1670",2022,"LG","1",6,"144","Hemiptera","Lygaeidae"
"1671",2022,"LG","1",6,"145","Hemiptera","Lygaeidae"
"1672",2022,"LG","1",6,"146","Hemiptera","Lygaeidae"
"1673",2022,"LG","1",6,"147","Hemiptera","Lygaeidae"
"1674",2022,"LG","1",6,"148","Hemiptera","Lygaeidae"
"1675",2022,"LG","1",6,"149","Hemiptera","Lygaeidae"
"1676",2022,"LG","1",6,"150","Hemiptera","Lygaeidae"
"1677",2022,"LG","1",6,"151","Hemiptera","Lygaeidae"
"1678",2022,"LG","1",6,"152","Hemiptera","Lygaeidae"
"1679",2022,"LG","1",6,"153","Hemiptera","Lygaeidae"
"1680",2022,"LG","1",6,"154","Hemiptera","Lygaeidae"
"1681",2022,"LG","1",6,"155","Hemiptera","Lygaeidae"
"1682",2022,"LG","1",6,"156","Hemiptera","Lygaeidae"
"1683",2022,"LG","1",6,"157","Hemiptera","Lygaeidae"
"1684",2022,"LG","1",6,"158","Hemiptera","Lygaeidae"
"1685",2022,"LG","1",6,"159","Hemiptera","Lygaeidae"
"1686",2022,"LG","1",6,"160","Hemiptera","Lygaeidae"
"1687",2022,"LG","1",6,"161","Hemiptera","Lygaeidae"
"1688",2022,"LG","1",6,"162","Hemiptera","Lygaeidae"
"1689",2022,"LG","1",6,"163","Hemiptera","Lygaeidae"
"1690",2022,"LG","1",6,"164","Hemiptera","Lygaeidae"
"1691",2022,"LG","1",6,"165","Hemiptera","Lygaeidae"
"1692",2022,"LG","1",6,"166","Hemiptera","Lygaeidae"
"1693",2022,"LG","1",6,"167","Hemiptera","Lygaeidae"
"1694",2022,"LG","1",6,"168","Hemiptera","Lygaeidae"
"1695",2022,"LG","1",6,"169","Hemiptera","Lygaeidae"
"1696",2022,"LG","1",6,"170","Hemiptera","Lygaeidae"
"1697",2022,"LG","1",6,"171","Hemiptera","Lygaeidae"
"1698",2022,"LG","1",6,"172","Hemiptera","Lygaeidae"
"1699",2022,"LG","1",6,"173","Hemiptera","Lygaeidae"
"1700",2022,"LG","1",6,"174","Hemiptera","Lygaeidae"
"1701",2022,"LG","1",6,"175","Hemiptera","Lygaeidae"
"1702",2022,"LG","1",6,"176","Hemiptera","Lygaeidae"
"1703",2022,"LG","1",6,"177","Hemiptera","Lygaeidae"
"1704",2022,"LG","1",6,"178","Hemiptera","Miridae"
"1705",2022,"LG","1",6,"179","Hemiptera","Miridae"
"1706",2022,"LG","1",6,"180","Hemiptera","Miridae"
"1707",2022,"LG","1",6,"181","Hemiptera","Miridae"
"1708",2022,"LG","1",6,"182","Hemiptera","Miridae"
"1709",2022,"LG","1",6,"183","Hemiptera","Miridae"
"1710",2022,"LG","1",6,"184","Hemiptera","Miridae"
"1711",2022,"LG","1",6,"185","Hemiptera","Miridae"
"1712",2022,"LG","1",6,"186","Hemiptera","Miridae"
"1713",2022,"LG","1",6,"187","Hemiptera","Miridae"
"1714",2022,"LG","1",6,"188","Hemiptera","Lygaeidae"
"1715",2022,"LG","1",6,"189","Hemiptera","Lygaeidae"
"1716",2022,"LG","1",6,"190","Hemiptera","Lygaeidae"
"1717",2022,"LG","1",6,"191","Hemiptera","Lygaeidae"
"1718",2022,"LG","1",6,"192","Hemiptera","Lygaeidae"
"1719",2022,"LG","1",6,"193","Hemiptera","Lygaeidae"
"1720",2022,"LG","1",6,"194","Hemiptera","Lygaeidae"
"1721",2022,"LG","1",6,"195","Hemiptera","Lygaeidae"
"1722",2022,"LG","1",6,"196","Hemiptera","Lygaeidae"
"1723",2022,"LG","1",6,"197","Hemiptera","Lygaeidae"
"1724",2022,"LG","1",6,"198","Hemiptera","Lygaeidae"
"1725",2022,"LG","1",6,"199","Hemiptera","Lygaeidae"
"1726",2022,"LG","1",6,"200","Hemiptera","Lygaeidae"
"1727",2022,"LG","1",6,"201","Hemiptera","Lygaeidae"
"1728",2022,"LG","1",6,"202","Hemiptera","Lygaeidae"
"1729",2022,"LG","1",6,"203","Hemiptera","Lygaeidae"
"1730",2022,"LG","1",6,"204","Hemiptera","Lygaeidae"
"1731",2022,"LG","1",6,"205","Hemiptera","Lygaeidae"
"1732",2022,"LG","1",6,"206","Hemiptera","Lygaeidae"
"1733",2022,"LG","1",6,"207","Hemiptera","Lygaeidae"
"1734",2022,"LG","1",6,"208","Hemiptera","Lygaeidae"
"1735",2022,"LG","1",6,"209","Hemiptera","Lygaeidae"
"1736",2022,"LG","1",6,"210","Hemiptera","Lygaeidae"
"1737",2022,"LG","1",6,"211","Hemiptera","Lygaeidae"
"1738",2022,"LG","1",6,"212","Hemiptera","Lygaeidae"
"1739",2022,"LG","1",6,"213","Hemiptera","Lygaeidae"
"1740",2022,"LG","1",6,"214","Hemiptera","Lygaeidae"
"1741",2022,"LG","1",6,"215","Hemiptera","Lygaeidae"
"1742",2022,"LG","1",6,"216","Hemiptera","Lygaeidae"
"1743",2022,"LG","1",6,"217","Hemiptera","Lygaeidae"
"1744",2022,"LG","1",6,"218","Hemiptera","Lygaeidae"
"1745",2022,"LG","1",6,"219","Hemiptera","Lygaeidae"
"1746",2022,"LG","1",6,"220","Coleoptera","Latridiidae"
"1747",2022,"LG","1",6,"221","Hemiptera","Miridae"
"1748",2022,"LG","1",6,"222","Hemiptera","Miridae"
"1749",2022,"LG","1",6,"223","Araneae","Thomisidae"
"1750",2022,"LG","1",6,"224","Araneae","Thomisidae"
"1751",2022,"LG","1",6,"225","Araneae","Thomisidae"
"1752",2022,"LG","1",7,"1","Orthoptera","Acrididae"
"1753",2022,"LG","1",7,"2","Orthoptera","Acrididae"
"1754",2022,"LG","1",7,"3","Orthoptera","Acrididae"
"1755",2022,"LG","1",7,"4","Orthoptera","Acrididae"
"1756",2022,"LG","1",7,"5","Orthoptera","Acrididae"
"1757",2022,"LG","1",7,"6","Orthoptera","Acrididae"
"1758",2022,"LG","1",7,"7","Orthoptera","Acrididae"
"1759",2022,"LG","1",7,"8","Hemiptera","Tingidae"
"1760",2022,"LG","1",7,"9","Coleoptera","Coccinelliadae"
"1761",2022,"LG","1",7,"10","Coleoptera","Coccinelliadae"
"1762",2022,"LG","1",7,"11","Coleoptera","Coccinelliadae"
"1763",2022,"LG","1",7,"12","Coleoptera","Coccinelliadae"
"1764",2022,"LG","1",7,"13","Coleoptera","Coccinelliadae"
"1765",2022,"LG","1",7,"14","Diptera","Chironomidae"
"1766",2022,"LG","1",7,"15","Diptera","Sepsidae"
"1767",2022,"LG","1",7,"16","Hymenoptera","Platygastridae"
"1768",2022,"LG","1",7,"17","Hemiptera","Cicadellidae"
"1769",2022,"LG","1",7,"18","Hemiptera","Cicadellidae"
"1770",2022,"LG","1",7,"19","Hemiptera","Lygaeidae"
"1771",2022,"LG","1",7,"20","Hemiptera","Lygaeidae"
"1772",2022,"LG","1",7,"21","Hemiptera","Lygaeidae"
"1773",2022,"LG","1",7,"22","Hemiptera","Lygaeidae"
"1774",2022,"LG","1",7,"23","Hemiptera","Lygaeidae"
"1775",2022,"LG","1",7,"24","Hemiptera","Lygaeidae"
"1776",2022,"LG","1",7,"25","Diptera","Muscidae"
"1777",2022,"LG","1",7,"26","Hemiptera","Lygaeidae"
"1778",2022,"LG","1",7,"27","Hemiptera","Lygaeidae"
"1779",2022,"LG","1",7,"28","Hemiptera","Lygaeidae"
"1780",2022,"LG","1",7,"29","Hemiptera","Lygaeidae"
"1781",2022,"LG","1",7,"30","Hemiptera","Lygaeidae"
"1782",2022,"LG","1",7,"31","Hemiptera","Lygaeidae"
"1783",2022,"LG","1",7,"32","Hemiptera","Lygaeidae"
"1784",2022,"LG","1",7,"33","Hemiptera","Lygaeidae"
"1785",2022,"LG","1",7,"34","Hemiptera","Lygaeidae"
"1786",2022,"LG","1",7,"35","Hemiptera","Lygaeidae"
"1787",2022,"LG","1",7,"36","Hemiptera","Lygaeidae"
"1788",2022,"LG","1",7,"37","Hemiptera","Lygaeidae"
"1789",2022,"LG","1",7,"38","Hemiptera","Lygaeidae"
"1790",2022,"LG","1",7,"39","Hemiptera","Lygaeidae"
"1791",2022,"LG","1",7,"40","Hemiptera","Lygaeidae"
"1792",2022,"LG","1",7,"41","Hemiptera","Lygaeidae"
"1793",2022,"LG","1",7,"42","Hemiptera","Lygaeidae"
"1794",2022,"LG","1",7,"43","Hemiptera","Lygaeidae"
"1795",2022,"LG","1",7,"44","Hemiptera","Lygaeidae"
"1796",2022,"LG","1",7,"45","Hemiptera","Lygaeidae"
"1797",2022,"LG","1",7,"46","Hemiptera","Lygaeidae"
"1798",2022,"LG","1",7,"47","Hemiptera","Lygaeidae"
"1799",2022,"LG","1",7,"48","Hemiptera","Lygaeidae"
"1800",2022,"LG","1",7,"49","Hemiptera","Lygaeidae"
"1801",2022,"LG","1",7,"50","Hemiptera","Lygaeidae"
"1802",2022,"LG","1",7,"51","Hemiptera","Lygaeidae"
"1803",2022,"LG","1",7,"52","Hemiptera","Lygaeidae"
"1804",2022,"LG","1",7,"53","Hemiptera","Lygaeidae"
"1805",2022,"LG","1",7,"54","Hemiptera","Lygaeidae"
"1806",2022,"LG","1",7,"55","Hemiptera","Lygaeidae"
"1807",2022,"LG","1",7,"56","Hemiptera","Lygaeidae"
"1808",2022,"LG","1",7,"57","Hemiptera","Lygaeidae"
"1809",2022,"LG","1",7,"58","Hemiptera","Lygaeidae"
"1810",2022,"LG","1",7,"59","Hemiptera","Lygaeidae"
"1811",2022,"LG","1",7,"60","Hemiptera","Lygaeidae"
"1812",2022,"LG","1",7,"61","Hemiptera","Lygaeidae"
"1813",2022,"LG","1",7,"62","Hemiptera","Lygaeidae"
"1814",2022,"LG","1",7,"63","Hemiptera","Lygaeidae"
"1815",2022,"LG","1",7,"64","Hemiptera","Lygaeidae"
"1816",2022,"LG","1",7,"65","Hemiptera","Lygaeidae"
"1817",2022,"LG","1",7,"66","Hemiptera","Lygaeidae"
"1818",2022,"LG","1",7,"67","Hemiptera","Lygaeidae"
"1819",2022,"LG","1",7,"68","Hemiptera","Lygaeidae"
"1820",2022,"LG","1",7,"69","Hemiptera","Lygaeidae"
"1821",2022,"LG","1",7,"70","Hemiptera","Lygaeidae"
"1822",2022,"LG","1",7,"71","Hemiptera","Lygaeidae"
"1823",2022,"LG","1",7,"72","Hemiptera","Lygaeidae"
"1824",2022,"LG","1",7,"73","Hemiptera","Lygaeidae"
"1825",2022,"LG","1",7,"74","Hemiptera","Lygaeidae"
"1826",2022,"LG","1",7,"75","Hemiptera","Lygaeidae"
"1827",2022,"LG","1",7,"76","Hemiptera","Lygaeidae"
"1828",2022,"LG","1",7,"77","Hemiptera","Lygaeidae"
"1829",2022,"LG","1",7,"78","Hemiptera","Lygaeidae"
"1830",2022,"LG","1",7,"79","Hemiptera","Lygaeidae"
"1831",2022,"LG","1",7,"80","Hemiptera","Lygaeidae"
"1832",2022,"LG","1",7,"81","Hemiptera","Lygaeidae"
"1833",2022,"LG","1",7,"82","Hemiptera","Lygaeidae"
"1834",2022,"LG","1",7,"83","Hemiptera","Lygaeidae"
"1835",2022,"LG","1",7,"84","Hemiptera","Lygaeidae"
"1836",2022,"LG","1",7,"85","Hemiptera","Lygaeidae"
"1837",2022,"LG","1",7,"86","Hemiptera","Lygaeidae"
"1838",2022,"LG","1",7,"87","Hemiptera","Lygaeidae"
"1839",2022,"LG","1",7,"88","Hemiptera","Lygaeidae"
"1840",2022,"LG","1",7,"89","Hemiptera","Lygaeidae"
"1841",2022,"LG","1",7,"90","Hemiptera","Lygaeidae"
"1842",2022,"LG","1",7,"91","Hemiptera","Lygaeidae"
"1843",2022,"LG","1",7,"92","Hemiptera","Lygaeidae"
"1844",2022,"LG","1",7,"93","Hemiptera","Lygaeidae"
"1845",2022,"LG","1",7,"94","Hemiptera","Lygaeidae"
"1846",2022,"LG","1",7,"95","Hemiptera","Lygaeidae"
"1847",2022,"LG","1",7,"96","Hemiptera","Lygaeidae"
"1848",2022,"LG","1",7,"97","Hemiptera","Lygaeidae"
"1849",2022,"LG","1",7,"98","Hemiptera","Lygaeidae"
"1850",2022,"LG","1",7,"99","Hemiptera","Lygaeidae"
"1851",2022,"LG","1",7,"100","Hemiptera","Lygaeidae"
"1852",2022,"LG","1",7,"101","Hemiptera","Lygaeidae"
"1853",2022,"LG","1",7,"102","Hemiptera","Lygaeidae"
"1854",2022,"LG","1",7,"103","Hemiptera","Lygaeidae"
"1855",2022,"LG","1",7,"104","Hemiptera","Lygaeidae"
"1856",2022,"LG","1",7,"105","Hemiptera","Lygaeidae"
"1857",2022,"LG","1",7,"106","Hemiptera","Lygaeidae"
"1858",2022,"LG","1",7,"107","Hemiptera","Lygaeidae"
"1859",2022,"LG","1",7,"108","Hemiptera","Lygaeidae"
"1860",2022,"LG","1",7,"109","Hemiptera","Lygaeidae"
"1861",2022,"LG","1",7,"110","Hemiptera","Lygaeidae"
"1862",2022,"LG","1",7,"111","Hemiptera","Lygaeidae"
"1863",2022,"LG","1",7,"112","Hemiptera","Lygaeidae"
"1864",2022,"LG","1",7,"113","Hemiptera","Lygaeidae"
"1865",2022,"LG","1",7,"114","Hemiptera","Lygaeidae"
"1866",2022,"LG","1",7,"115","Hemiptera","Lygaeidae"
"1867",2022,"LG","1",7,"116","Hemiptera","Lygaeidae"
"1868",2022,"LG","1",7,"117","Hemiptera","Lygaeidae"
"1869",2022,"LG","1",7,"118","Hemiptera","Lygaeidae"
"1870",2022,"LG","1",7,"119","Hemiptera","Lygaeidae"
"1871",2022,"LG","1",7,"120","Hemiptera","Lygaeidae"
"1872",2022,"LG","1",7,"121","Hemiptera","Lygaeidae"
"1873",2022,"LG","1",7,"122","Hemiptera","Lygaeidae"
"1874",2022,"LG","1",7,"123","Hemiptera","Lygaeidae"
"1875",2022,"LG","1",7,"124","Hemiptera","Lygaeidae"
"1876",2022,"LG","1",7,"125","Hemiptera","Lygaeidae"
"1877",2022,"LG","1",7,"126","Hemiptera","Lygaeidae"
"1878",2022,"LG","1",7,"127","Hemiptera","Lygaeidae"
"1879",2022,"LG","1",7,"128","Hemiptera","Lygaeidae"
"1880",2022,"LG","1",7,"129","Hemiptera","Lygaeidae"
"1881",2022,"LG","1",7,"130","Hemiptera","Lygaeidae"
"1882",2022,"LG","1",7,"131","Hemiptera","Lygaeidae"
"1883",2022,"LG","1",7,"132","Hemiptera","Lygaeidae"
"1884",2022,"LG","1",7,"133","Hemiptera","Lygaeidae"
"1885",2022,"LG","1",7,"134","Hemiptera","Lygaeidae"
"1886",2022,"LG","1",7,"135","Hemiptera","Lygaeidae"
"1887",2022,"LG","1",7,"136","Hemiptera","Lygaeidae"
"1888",2022,"LG","1",7,"137","Hemiptera","Lygaeidae"
"1889",2022,"LG","1",7,"138","Hemiptera","Lygaeidae"
"1890",2022,"LG","1",7,"139","Hemiptera","Lygaeidae"
"1891",2022,"LG","1",7,"140","Hemiptera","Lygaeidae"
"1892",2022,"LG","1",7,"141","Hemiptera","Lygaeidae"
"1893",2022,"LG","1",7,"142","Hemiptera","Lygaeidae"
"1894",2022,"LG","1",7,"143","Hemiptera","Lygaeidae"
"1895",2022,"LG","1",7,"144","Hemiptera","Lygaeidae"
"1896",2022,"LG","1",7,"145","Hemiptera","Lygaeidae"
"1897",2022,"LG","1",7,"146","Hemiptera","Lygaeidae"
"1898",2022,"LG","1",7,"147","Hemiptera","Lygaeidae"
"1899",2022,"LG","1",7,"148","Hemiptera","Lygaeidae"
"1900",2022,"LG","1",7,"149","Hemiptera","Lygaeidae"
"1901",2022,"LG","1",7,"150","Hemiptera","Lygaeidae"
"1902",2022,"LG","1",7,"151","Hemiptera","Lygaeidae"
"1903",2022,"LG","1",7,"152","Hemiptera","Lygaeidae"
"1904",2022,"LG","1",7,"153","Hemiptera","Lygaeidae"
"1905",2022,"LG","1",7,"154","Hemiptera","Lygaeidae"
"1906",2022,"LG","1",7,"155","Hemiptera","Lygaeidae"
"1907",2022,"LG","1",7,"156","Hemiptera","Lygaeidae"
"1908",2022,"LG","1",7,"157","Hemiptera","Lygaeidae"
"1909",2022,"LG","1",7,"158","Hemiptera","Lygaeidae"
"1910",2022,"LG","1",7,"159","Hemiptera","Lygaeidae"
"1911",2022,"LG","1",7,"160","Hemiptera","Lygaeidae"
"1912",2022,"LG","1",7,"161","Hemiptera","Lygaeidae"
"1913",2022,"LG","1",7,"162","Hemiptera","Lygaeidae"
"1914",2022,"LG","1",7,"163","Hemiptera","Lygaeidae"
"1915",2022,"LG","1",7,"164","Hemiptera","Lygaeidae"
"1916",2022,"LG","1",7,"165","Hemiptera","Lygaeidae"
"1917",2022,"LG","1",7,"166","Hemiptera","Lygaeidae"
"1918",2022,"LG","1",7,"167","Hemiptera","Lygaeidae"
"1919",2022,"LG","1",7,"168","Hemiptera","Lygaeidae"
"1920",2022,"LG","1",7,"169","Hemiptera","Lygaeidae"
"1921",2022,"LG","1",7,"170","Hemiptera","Lygaeidae"
"1922",2022,"LG","1",7,"171","Hemiptera","Lygaeidae"
"1923",2022,"LG","1",7,"172","Hemiptera","Lygaeidae"
"1924",2022,"LG","1",7,"173","Hemiptera","Lygaeidae"
"1925",2022,"LG","1",7,"174","Hemiptera","Lygaeidae"
"1926",2022,"LG","1",7,"175","Hemiptera","Lygaeidae"
"1927",2022,"LG","1",7,"176","Hemiptera","Lygaeidae"
"1928",2022,"LG","1",7,"177","Hemiptera","Lygaeidae"
"1929",2022,"LG","1",7,"178","Hemiptera","Lygaeidae"
"1930",2022,"LG","1",7,"179","Hemiptera","Lygaeidae"
"1931",2022,"LG","1",7,"180","Hemiptera","Lygaeidae"
"1932",2022,"LG","1",7,"181","Hemiptera","Lygaeidae"
"1933",2022,"LG","1",7,"182","Hemiptera","Lygaeidae"
"1934",2022,"LG","1",7,"183","Hemiptera","Lygaeidae"
"1935",2022,"LG","1",7,"184","Hemiptera","Lygaeidae"
"1936",2022,"LG","1",7,"185","Hemiptera","Lygaeidae"
"1937",2022,"LG","1",7,"186","Hemiptera","Lygaeidae"
"1938",2022,"LG","1",7,"187","Hemiptera","Lygaeidae"
"1939",2022,"LG","1",7,"188","Hemiptera","Lygaeidae"
"1940",2022,"LG","1",7,"189","Hemiptera","Lygaeidae"
"1941",2022,"LG","1",7,"190","Hemiptera","Lygaeidae"
"1942",2022,"LG","1",7,"191","Hemiptera","Lygaeidae"
"1943",2022,"LG","1",7,"192","Hemiptera","Lygaeidae"
"1944",2022,"LG","1",7,"193","Hemiptera","Lygaeidae"
"1945",2022,"LG","1",7,"194","Hemiptera","Lygaeidae"
"1946",2022,"LG","1",7,"195","Hemiptera","Lygaeidae"
"1947",2022,"LG","1",7,"196","Hemiptera","Lygaeidae"
"1948",2022,"LG","1",7,"197","Hemiptera","Lygaeidae"
"1949",2022,"LG","1",7,"198","Hemiptera","Lygaeidae"
"1950",2022,"LG","1",7,"199","Hemiptera","Lygaeidae"
"1951",2022,"LG","1",7,"200","Hemiptera","Lygaeidae"
"1952",2022,"LG","1",7,"201","Hemiptera","Lygaeidae"
"1953",2022,"LG","1",7,"202","Hemiptera","Lygaeidae"
"1954",2022,"LG","1",7,"203","Hemiptera","Lygaeidae"
"1955",2022,"LG","1",7,"204","Hemiptera","Lygaeidae"
"1956",2022,"LG","1",7,"205","Hemiptera","Lygaeidae"
"1957",2022,"LG","1",7,"206","Hemiptera","Lygaeidae"
"1958",2022,"LG","1",7,"207","Hemiptera","Lygaeidae"
"1959",2022,"LG","1",7,"208","Hemiptera","Lygaeidae"
"1960",2022,"LG","1",7,"209","Hemiptera","Lygaeidae"
"1961",2022,"LG","1",7,"210","Hemiptera","Lygaeidae"
"1962",2022,"LG","1",7,"211","Hemiptera","Lygaeidae"
"1963",2022,"LG","1",7,"212","Hemiptera","Lygaeidae"
"1964",2022,"LG","1",7,"213","Hemiptera","Lygaeidae"
"1965",2022,"LG","1",7,"214","Hemiptera","Lygaeidae"
"1966",2022,"LG","1",7,"215","Hemiptera","Lygaeidae"
"1967",2022,"LG","1",7,"216","Hemiptera","Lygaeidae"
"1968",2022,"LG","1",7,"217","Hemiptera","Lygaeidae"
"1969",2022,"LG","1",7,"218","Hemiptera","Lygaeidae"
"1970",2022,"LG","1",7,"219","Hemiptera","Lygaeidae"
"1971",2022,"LG","1",7,"220","Hemiptera","Lygaeidae"
"1972",2022,"LG","1",7,"221","Hemiptera","Lygaeidae"
"1973",2022,"LG","1",7,"222","Hemiptera","Lygaeidae"
"1974",2022,"LG","1",7,"223","Hemiptera","Lygaeidae"
"1975",2022,"LG","1",7,"224","Hemiptera","Lygaeidae"
"1976",2022,"LG","1",7,"225","Hemiptera","Lygaeidae"
"1977",2022,"LG","1",7,"226","Hemiptera","Lygaeidae"
"1978",2022,"LG","1",7,"227","Hemiptera","Lygaeidae"
"1979",2022,"LG","1",7,"228","Hemiptera","Lygaeidae"
"1980",2022,"LG","1",7,"229","Hemiptera","Lygaeidae"
"1981",2022,"LG","1",7,"230","Hemiptera","Lygaeidae"
"1982",2022,"LG","1",7,"231","Hemiptera","Lygaeidae"
"1983",2022,"LG","1",7,"232","Hemiptera","Lygaeidae"
"1984",2022,"LG","1",7,"233","Hemiptera","Lygaeidae"
"1985",2022,"LG","1",7,"234","Hemiptera","Lygaeidae"
"1986",2022,"LG","1",7,"235","Hemiptera","Lygaeidae"
"1987",2022,"LG","1",7,"236","Hemiptera","Lygaeidae"
"1988",2022,"LG","1",7,"237","Hemiptera","Lygaeidae"
"1989",2022,"LG","1",7,"238","Hemiptera","Lygaeidae"
"1990",2022,"LG","1",7,"239","Hemiptera","Lygaeidae"
"1991",2022,"LG","1",7,"240","Hemiptera","Lygaeidae"
"1992",2022,"LG","1",7,"241","Hemiptera","Lygaeidae"
"1993",2022,"LG","1",7,"242","Hemiptera","Lygaeidae"
"1994",2022,"LG","1",7,"243","Hemiptera","Lygaeidae"
"1995",2022,"LG","1",7,"244","Hemiptera","Lygaeidae"
"1996",2022,"LG","1",7,"245","Hemiptera","Lygaeidae"
"1997",2022,"LG","1",7,"246","Hemiptera","Lygaeidae"
"1998",2022,"LG","1",7,"247","Hemiptera","Lygaeidae"
"1999",2022,"LG","1",7,"248","Hemiptera","Lygaeidae"
"2000",2022,"LG","1",7,"249","Hemiptera","Lygaeidae"
"2001",2022,"LG","1",7,"250","Hemiptera","Lygaeidae"
