Year,Grazing_Treatment,Block,Plot,Original_Plot,Sample,Class,Order,Family,Genus,Species,Notes,IDer,Date
2020,NG,B2,16,1,18,Insecta,Orthoptera,Acrididae,Melanoplus,differentalis,,TB,1/26/21
2020,NG,B2,16,1,19,Insecta,Araneae,Thomisidae,NA,NA,,TB,1/26/21
2020,NG,B2,17,2,1,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,2/9/21
2020,NG,B2,17,2,2,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,KB,2/9/21
2020,NG,B2,17,2,3,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/9/21
2020,NG,B2,17,2,4,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/9/21
2020,NG,B2,17,2,5,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/9/21
2020,NG,B2,17,2,6,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/9/21
2020,NG,B2,17,2,7,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/9/21
2020,NG,B2,17,2,8,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/9/21
2020,NG,B2,17,2,9,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/9/21
2020,NG,B2,17,2,10,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/9/21
2020,NG,B2,17,2,11,Insecta,Hemiptera,Cicadellidae,NA,NA,1/2 insect,KB,2/9/21
2020,NG,B2,17,2,12,Insecta,Hemiptera,Cicadellidae,NA,NA,1/2 insect,KB,2/9/21
2020,NG,B2,17,2,13,Insecta,Hemiptera,Pentatomidae,NA,NA,,KB,2/9/21
2020,NG,B2,17,2,14,Insecta,Coleoptera,Latridiidae,NA,NA,,KB,2/9/21
2020,NG,B2,17,2,15,Insecta,Hemiptera,Scutelleridae,NA,NA,,KB,2/9/21
2020,NG,B2,17,2,16,Insecta,Hemiptera,Scutelleridae,NA,NA,,KB,2/9/21
2020,NG,B2,17,2,17,Insecta,Hemiptera,Scutelleridae,NA,NA,,KB,2/9/21
2020,NG,B2,17,2,18,Insecta,Hemiptera,Pentatomidae,NA,NA,,KB,2/9/21
2020,NG,B2,17,2,19,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/9/21
2020,NG,B2,17,2,20,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/9/21
2020,NG,B2,18,3,1,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KW,1/26/21
2020,NG,B2,18,3,2,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,KW,1/26/21
2020,NG,B2,18,3,3,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,KW,1/26/21
2020,NG,B2,18,3,4,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,2/9/21
2020,NG,B2,18,3,5,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,2/9/21
2020,NG,B2,18,3,6,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,2/9/21
2020,NG,B2,18,3,7,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KW,2/9/21
2020,NG,B2,18,3,8,Insecta,Coleoptera,Latridiidae,NA,NA,,KW,2/9/21
2020,NG,B2,18,3,9,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,2/9/21
2020,NG,B2,18,3,10,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,2/9/21
2020,NG,B2,18,3,11,Insecta,Hemiptera,Cicadellidae,NA,NA,half,KW,2/9/21
2020,NG,B2,18,3,12,Insecta,Hemiptera,Cicadellidae,NA,NA,half,KW,2/9/21
2020,NG,B2,18,3,13,Insecta,Coleoptera,Latridiidae,NA,NA,,KW,2/9/21
2020,NG,B2,18,3,14,Insecta,Hymenoptera,Formicidae,NA,NA,,KW,2/9/21
2020,NG,B2,18,3,15,Insecta,Hemiptera,Cicadellidae,NA,NA,half,KW,2/9/21
2020,NG,B2,18,3,16,Insecta,Diptera,Muscidae,NA,NA,,KW,2/9/21
2020,NG,B2,18,3,17,Insecta,Diptera,Agromyzidae,NA,NA,,KW,2/9/21
2020,NG,B2,18,3,18,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,2/9/21
2020,NG,B2,18,3,19,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,2/9/21
2020,NG,B2,19,4,1,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,KW,3/9/21
2020,NG,B2,19,4,2,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KW,3/9/21
2020,NG,B2,19,4,3,Insecta,Orthoptera,Acrididae,Agneotettix,deorum,,KW,3/9/21
2020,NG,B2,19,4,4,Arachnida,Araneae,Lycosidae,NA,NA,,KW,3/9/21
2020,NG,B2,19,4,5,Arachnida,Araneae,Salticide,NA,NA,,KW,3/9/21
2020,NG,B2,19,4,6,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/9/21
2020,NG,B2,19,4,7,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/9/21
2020,NG,B2,19,4,8,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/9/21
2020,NG,B2,19,4,9,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/9/21
2020,NG,B2,19,4,10,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/9/21
2020,NG,B2,19,4,11,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/9/21
2020,NG,B2,19,4,12,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/9/21
2020,NG,B2,19,4,13,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/9/21
2020,NG,B2,19,4,14,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/9/21
2020,NG,B2,19,4,15,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/9/21
2020,NG,B2,19,4,16,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/9/21
2020,NG,B2,19,4,17,Insecta,Hemiptera,Cicadellidae,NA,NA,half,KW,3/9/21
2020,NG,B2,19,4,18,Insecta,Hemiptera,Cicadellidae,NA,NA,half,KW,3/9/21
2020,NG,B2,19,4,19,Insecta,Hemiptera,Cicadellidae,NA,NA,half,KW,3/9/21
2020,NG,B2,19,4,20,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/9/21
2020,NG,B2,19,4,21,Insecta,Hemiptera,Cicadellidae,NA,NA,half,KW,3/9/21
2020,NG,B2,19,4,22,Insecta,Coleoptera,Latridiidae,NA,NA,,KW,3/9/21
2020,NG,B2,19,4,23,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/9/21
2020,NG,B2,19,4,24,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/9/21
2020,NG,B2,19,4,25,Insecta,Diptera,Asilidae,NA,NA,,KW,3/9/21
2020,NG,B2,20,5,1,Arachnida,Araneae,Thomisidae,NA,NA,,KB,2/3/21
2020,NG,B2,20,5,2,Insecta,Coleoptera,Latridiidae,NA,NA,,KB,2/3/21
2020,NG,B2,20,5,3,Insecta,Coleoptera,Latridiidae,NA,NA,,KB,2/3/21
2020,NG,B2,20,5,4,Insecta,Coleoptera,Latridiidae,NA,NA,,KB,2/3/21
2020,NG,B2,20,5,5,Insecta,Coleoptera,Latridiidae,NA,NA,,KB,2/3/21
2020,NG,B2,20,5,6,Insecta,Hemiptera,Pentatomidae,NA,NA,,KB,2/3/21
2020,NG,B2,20,5,7,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KB,2/3/21
2020,NG,B2,20,5,8,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/3/21
2020,NG,B2,20,5,9,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/3/21
2020,NG,B2,20,5,10,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/3/21
2020,NG,B2,20,5,11,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/3/21
2020,NG,B2,20,5,12,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/3/21
2020,NG,B2,20,5,13,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/3/21
2020,NG,B2,20,5,14,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/3/21
2020,NG,B2,20,5,15,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/3/21
2020,NG,B2,20,5,16,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/3/21
2020,NG,B2,20,5,17,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/3/21
2020,NG,B2,20,5,18,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,2/3/21
2020,NG,B2,20,5,19,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,no legs,KB,2/3/21
2020,NG,B2,20,5,20,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,2/3/21
2020,NG,B2,20,5,21,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,no legs,KB,2/3/21
2020,NG,B2,20,5,22,Insecta,Orthoptera,Acrididae,Ageneotettox,deorum,,KB,2/3/21
2020,LG,B2,21,1,1,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KB,1/26/21
2020,LG,B2,21,1,2,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KB,1/26/21
2020,LG,B2,21,1,3,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KB,1/26/21
2020,LG,B2,21,1,4,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,5,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,6,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,7,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,8,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,9,Insecta,Coleoptera,Latridiidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,10,Insecta,Coleoptera,Latridiidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,11,Insecta,Coleoptera,Latridiidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,12,Insecta,Coleoptera,Latridiidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,13,Insecta,Coleoptera,Latridiidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,14,Insecta,Coleoptera,Latridiidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,15,Insecta,Hemiptera,Pentatomidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,16,Insecta,Hemiptera,Pentatomidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,17,Insecta,Hemiptera,Latridiidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,18,Arachnida,Araneae,Salticide,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,19,Insecta,Coleoptera,Scutelleridae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,20,Insecta,Coleoptera,Staphylindae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,21,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,22,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,23,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,24,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,25,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,26,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,27,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,28,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,29,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,30,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,31,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,32,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,33,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,34,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,35,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,36,Insecta,Coleoptera,Staphylindae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,37,Insecta,Coleoptera,Latridiidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,38,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,1/27/21
2020,LG,B2,21,1,39,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,1/27/21
2020,LG,B2,21,1,40,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,KB,1/27/21
2020,LG,B2,21,1,41,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,1/27/21
2020,LG,B2,21,1,42,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,1/27/21
2020,LG,B2,21,1,43,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,KB,1/27/21
2020,LG,B2,21,1,44,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,KB,1/27/21
2020,LG,B2,21,1,45,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,KB,1/27/21
2020,LG,B2,21,1,46,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,KB,1/27/21
2020,LG,B2,21,1,47,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,1/27/21
2020,LG,B2,21,1,48,Insecta,Orthoptera,Acrididae,Melanoplus,gladstoni,,KB,1/27/21
2020,LG,B2,21,1,49,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,1/27/21
2020,LG,B2,21,1,50,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,1/27/21
2020,LG,B2,21,1,51,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,KB,1/27/21
2020,LG,B2,21,1,52,Insecta,Diptera,Agromyzidae,NA,NA,,KB,1/27/21
2020,LG,B2,22,2,1,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,4/20/21
2020,LG,B2,22,2,2,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,4/20/21
2020,LG,B2,22,2,3,Insecta,Orthoptera,Acrididae,Opeia,obscura,,WM,4/20/21
2020,LG,B2,22,2,4,Insecta,Hemiptera,Cicadellidae,NA,NA,,WM,4/20/21
2020,LG,B2,22,2,5,Insecta,Coleoptera,Chrysomelidae,NA,NA,,WM,4/20/21
2020,LG,B2,22,2,6,Arachnida,Araneae,Salticide,NA,NA,,WM,4/20/21
2020,LG,B2,22,2,7,Arachnida,Araneae,NA,NA,NA,headless,WM,4/20/21
2020,LG,B2,22,2,8,Insecta,Hymenoptera,Platygastridae,NA,NA,,WM,4/20/21
2020,LG,B2,22,2,9,Insecta,Diptera,Agromyzidae,NA,NA,,WM,4/20/21
2020,LG,B2,23,3,1,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,TB,4/6/21
2020,LG,B2,23,3,2,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,TB,4/6/21
2020,LG,B2,23,3,3,Insecta,Orthoptera,Acrididae,Eritettix,sp,too small,TB,4/6/21
2020,LG,B2,23,3,4,Insecta,Hemiptera,Pentatomidae,NA,NA,,TB,4/6/21
2020,LG,B2,23,3,5,Insecta,Hemiptera,Cicadellidae,NA,NA,,TB,4/6/21
2020,LG,B2,23,3,6,Insecta,Hemiptera,Cicadellidae,NA,NA,,TB,4/6/21
2020,LG,B2,23,3,7,Insecta,Hemiptera,Cicadellidae,NA,NA,,TB,4/6/21
2020,LG,B2,23,3,8,Insecta,Diptera,Muscidae,NA,NA,,TB,4/6/21
2020,LG,B2,23,3,9,Insecta,Hymenoptera,Formicidae,NA,NA,,TB,4/6/21
2020,LG,B2,23,3,10,Insecta,Hemiptera,Cicadellidae,NA,NA,,TB,4/6/21
2020,LG,B2,23,3,11,Insecta,Hemiptera,Cicadellidae,NA,NA,,TB,4/6/21
2020,LG,B2,23,3,12,Insecta,Orthoptera,Acrididae,Eritettix,simplex,half insect,TB,4/6/21
2020,LG,B2,23,3,13,Insecta,Diptera,unknown,NA,NA,too smooshed,TB,4/6/21
2020,LG,B2,23,3,14,Insecta,Diptera,Agromyzidae,NA,NA,,TB,4/6/21
2020,LG,B2,24,4,1,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,4/20/21
2020,LG,B2,24,4,2,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,4/20/21
2020,LG,B2,24,4,3,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,4/20/21
2020,LG,B2,24,4,4,Insecta,Orthoptera,Acrididae,Melanoplus,confusus,,WM,4/20/21
2020,LG,B2,24,4,5,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,WM,4/20/21
2020,LG,B2,24,4,6,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,4/20/21
2020,LG,B2,24,4,7,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,4/20/21
2020,LG,B2,24,4,8,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,4/20/21
2020,LG,B2,24,4,9,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,4/20/21
2020,LG,B2,24,4,10,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,4/20/21
2020,LG,B2,24,4,11,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,4/20/21
2020,LG,B2,24,4,12,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,4/20/21
2020,LG,B2,24,4,13,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,4/20/21
2020,LG,B2,24,4,NA,NA,NA,NA,NA,NA,Body Parts,WM,4/20/21
2020,LG,B2,24,4,14,Insecta,Coleoptera,Latridiidae,NA,NA,,WM,4/20/21
2020,LG,B2,24,4,15,Insecta,Coleoptera,Chrysomelidae,NA,NA,,WM,4/20/21
2020,LG,B2,24,4,16,Insecta,Hemiptera,Cicadellidae,NA,NA,,WM,4/20/21
2020,LG,B2,24,4,17,Arachnida,Araneae,Thomisidae,NA,NA,,WM,4/20/21
2020,LG,B2,24,4,18,Insecta,Hymenoptera,Platygastridae,NA,NA,,WM,4/20/21
2020,LG,B2,24,4,19,Insecta,Diptera,Agromyzidae,NA,NA,,WM,4/20/21
2020,LG,B2,25,5,1,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,JB,3/17/21
2020,LG,B2,25,5,2,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,JB,3/17/21
2020,LG,B2,25,5,3,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,JB,3/17/21
2020,LG,B2,25,5,4,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,JB,3/17/21
2020,LG,B2,25,5,5,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,JB,3/17/21
2020,LG,B2,25,5,6,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,JB,3/17/21
2020,LG,B2,25,5,7,Insecta,Orthoptera,Acrididae,Melanoplus,gladstoni,,KB,4/28/21
2020,LG,B2,25,5,8,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,KB,4/28/21
2020,LG,B2,25,5,9,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,KB,4/28/21
2020,LG,B2,25,5,10,Insecta,Orthoptera,Acrididae,Melanoplus,gladstoni,,KB,4/28/21
2020,LG,B2,25,5,11,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,4/28/21
2020,LG,B2,25,5,12,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,4/28/21
2020,LG,B2,25,5,13,Insecta,Orthoptera,Acrididae,Melanoplus,bruneri,,KB,4/28/21
2020,LG,B2,25,5,14,Insecta,Orthoptera,Acrididae,Melanoplus,gladstoni,,KB,4/28/21
2020,LG,B2,25,5,15,Insecta,Orthoptera,Acrididae,Melanoplus,differentalis,,KB,4/28/21
2020,LG,B2,25,5,16,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KB,4/28/21
2020,LG,B2,25,5,17,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,4/28/21
2020,LG,B2,25,5,18,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,4/28/21
2020,LG,B2,25,5,19,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,4/28/21
2020,LG,B2,25,5,20,Insecta,Hemiptera,Pentatomidae,NA,NA,,KB,4/28/21
2020,LG,B2,25,5,21,Insecta,Coleoptera,Latridiidae,NA,NA,,KB,4/28/21
2020,LG,B2,25,5,22,Insecta,Diptera,Muscidae,NA,NA,,KB,4/28/21
2020,LG,B2,25,5,23,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,4/28/21
2020,LG,B2,25,5,24,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KB,4/28/21
2020,LG,B2,25,5,25,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KB,4/28/21
2020,LG,B2,25,5,26,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KB,4/28/21
2020,LG,B2,25,5,27,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,4/28/21
2020,LG,B2,25,5,28,Insecta,Hymenoptera,Formicidae,NA,NA,,KB,4/28/21
2020,LG,B2,25,5,29,Insecta,Hemiptera,Pentatomidae,NA,NA,,KB,4/28/21
2020,LG,B2,25,5,30,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KB,4/28/21
2020,LG,B2,25,5,31,Insecta,Hemiptera,Cicadellidae,NA,NA,,KB,4/28/21
2020,LG,B2,25,5,32,Insecta,Hemiptera,Pentatomidae,NA,NA,,KW,4/28/21
2020,LG,B2,25,5,33,Arachnida,Araneae,Salticide,NA,NA,,KW,4/28/21
2020,LG,B2,25,5,34,Arachnida,Araneae,Lycosidae,NA,NA,,KW,4/28/21
2020,LG,B2,25,5,NA,NA,NA,NA,NA,NA,,KB,4/28/21
2020,HG,B2,26,1,1,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,WM,1/27/21
2020,HG,B2,26,1,2,Insecta,Hemiptera,Cicadellidae,NA,NA,,WM,1/27/21
2020,HG,B2,26,1,3,Insecta,Hemiptera,Cicadellidae,NA,NA,,WM,1/27/21
2020,HG,B2,26,1,4,Insecta,Hemiptera,Cicadellidae,NA,NA,,WM,1/27/21
2020,HG,B2,26,1,5,Insecta,Hemiptera,Pentatomidae,NA,NA,,WM,1/27/21
2020,HG,B2,26,1,6,Insecta,Hemiptera,Pentatomidae,NA,NA,,WM,1/27/21
2020,HG,B2,26,1,7,Insecta,Hemiptera,Geocoridae,NA,NA,,WM,1/27/21
2020,HG,B2,26,1,8,Insecta,Coleoptera,Chrysomelidae,NA,NA,,WM,1/27/21
2020,HG,B2,26,1,9,Insecta,Coleoptera,Chrysomelidae,NA,NA,,WM,1/27/21
2020,HG,B2,26,1,10,Insecta,Diptera,Muscidae,NA,NA,,WM,1/27/21
2020,HG,B2,26,1,11,Insecta,Diptera,Agromyzidae,NA,NA,,WM,1/27/21
2020,HG,B2,26,1,NA,NA,NA,NA,NA,NA,Body parts,WM,1/27/21
2020,HG,B2,27,2,1,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,WM,5/20/21
2020,HG,B2,27,2,2,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,WM,5/20/21
2020,HG,B2,27,2,3,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/20/21
2020,HG,B2,27,2,4,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/20/21
2020,HG,B2,27,2,5,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/20/21
2020,HG,B2,27,2,6,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,WM,5/20/21
2020,HG,B2,27,2,7,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/20/21
2020,HG,B2,27,2,8,Insecta,Hemiptera,Cicadellidae,NA,NA,,WM,5/20/21
2020,HG,B2,27,2,9,Insecta,Coleoptera,Latridiidae,NA,NA,,WM,5/20/21
2020,HG,B2,27,2,NA,NA,NA,NA,NA,NA,,WM,5/20/21
2020,HG,B2,28,3,1,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KW,4/6/21
2020,HG,B2,28,3,2,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,KW,4/6/21
2020,HG,B2,28,3,3,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KW,4/6/21
2020,HG,B2,28,3,4,Insecta,Orthoptera,Acrididae,NA,NA,unidentifiable,KW,4/6/21
2020,HG,B2,28,3,5,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,4/6/21
2020,HG,B2,28,3,6,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,4/6/21
2020,HG,B2,28,3,7,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,4/6/21
2020,HG,B2,28,3,8,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,4/6/21
2020,HG,B2,28,3,9,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,4/6/21
2020,HG,B2,28,3,10,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,4/6/21
2020,HG,B2,28,3,11,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,4/6/21
2020,HG,B2,28,3,12,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,4/6/21
2020,HG,B2,28,3,13,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,4/20/21
2020,HG,B2,28,3,14,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,4/20/21
2020,HG,B2,28,3,15,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,4/20/21
2020,HG,B2,28,3,16,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,4/20/21
2020,HG,B2,28,3,17,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,4/20/21
2020,HG,B2,28,3,18,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,4/20/21
2020,HG,B2,28,3,19,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,4/20/21
2020,HG,B2,28,3,20,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,4/20/21
2020,HG,B2,28,3,21,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,4/20/21
2020,HG,B2,28,3,22,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KW,4/20/21
2020,HG,B2,28,3,23,Insecta,Coleoptera,Latridiidae,NA,NA,,KW,4/20/21
2020,HG,B2,28,3,24,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KW,4/20/21
2020,HG,B2,28,3,25,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,4/20/21
2020,HG,B2,28,3,26,Arachnida,Araneae,Salticide,NA,NA,,KW,4/20/21
2020,HG,B2,28,3,27,Insecta,Hemiptera,Pentatomidae,NA,NA,,KW,4/20/21
